Generation,Best fitness,Worst fitness,Average fitness
775,39.2,7.0,19.20306122448982
776,45.6,4.6,21.24285714285715
777,43.8,6.8,21.153061224489818
778,41.0,6.0,21.00918367346941
779,41.8,6.8,21.208163265306116
780,42.6,6.0,20.73571428571429
781,44.0,7.4,22.029591836734696
782,39.8,4.8,20.025510204081638
783,42.8,6.4,20.09489795918365
784,46.0,6.8,20.71326530612245
785,45.0,5.2,21.75000000000001
786,44.4,6.0,20.268367346938774
787,45.4,4.4,21.505102040816332
788,39.8,6.2,20.760204081632665
789,42.6,8.2,20.99183673469388
790,44.4,8.8,21.989795918367346
791,44.0,7.0,21.74285714285714
792,45.6,3.8,21.059183673469384
793,44.8,6.2,21.94081632653063
794,42.0,6.6,21.492857142857137
795,41.4,6.2,20.054081632653087
796,42.2,5.8,21.2112244897959
797,43.6,7.6,21.77959183673469
798,41.8,7.8,21.907142857142876
799,44.2,4.6,21.449999999999996
800,42.2,5.2,20.491836734693905
801,42.4,6.8,21.406122448979584
802,44.0,6.0,22.659183673469393
803,41.4,5.2,21.20714285714284
804,41.4,5.6,20.529591836734703
805,44.0,3.8,22.375510204081618
806,44.0,8.0,21.521428571428565
807,45.4,6.4,23.66530612244895
808,41.2,7.0,22.329591836734696
809,43.8,8.4,23.87857142857144
810,45.4,8.4,22.53877551020408
811,42.4,7.0,22.44081632653062
812,42.8,8.2,22.2795918367347
813,47.6,7.4,24.586734693877556
814,44.0,5.8,22.34183673469388
815,44.2,6.4,21.96530612244899
816,42.2,5.4,20.189795918367338
817,44.6,6.8,22.22448979591836
818,41.8,6.2,21.979591836734684
819,44.2,8.0,24.17653061224489
820,46.0,5.4,23.911224489795934
821,42.4,6.8,21.324489795918364
822,43.4,7.2,22.20612244897959
823,42.2,8.2,20.707142857142845
824,38.8,8.0,20.769387755102038
825,47.0,3.8,22.342857142857152
826,43.8,5.8,21.512244897959206
827,44.0,7.8,21.11428571428572
828,43.2,5.0,22.425510204081622
829,44.4,6.0,21.653061224489814
830,43.2,6.0,21.03061224489797
831,42.8,6.0,21.68367346938775
832,43.2,6.0,20.976530612244886
833,42.8,6.6,22.01530612244898
834,44.8,6.2,21.934693877551037
835,40.4,4.2,19.863265306122454
836,42.8,4.0,20.924489795918387
837,42.0,7.0,22.09489795918368
838,46.0,7.0,24.14693877551021
839,43.4,7.2,23.23061224489794
840,43.0,6.8,22.26530612244898
841,45.6,7.2,23.591836734693878
842,41.8,7.4,21.543877551020447
843,42.4,3.8,21.6265306122449
844,44.0,7.0,22.431632653061246
845,45.0,4.0,22.999999999999986
846,45.2,5.0,24.13163265306121
847,45.0,7.0,23.577551020408162
848,43.2,4.6,21.136734693877546
849,43.0,4.8,20.704081632653065
850,44.4,5.2,20.949999999999996
851,44.4,6.8,22.12755102040815
852,42.8,6.0,21.171428571428592
853,43.4,5.2,20.55510204081634
854,45.2,4.6,22.107142857142847
855,41.8,8.0,20.66734693877552
856,46.6,5.0,22.57346938775511
857,42.6,6.6,20.185714285714297
858,43.4,6.6,21.203061224489797
859,45.4,6.6,21.34693877551021
860,44.2,5.8,21.70816326530612
861,44.2,7.8,22.2469387755102
862,44.4,6.4,22.411224489795934
863,43.6,7.4,22.41530612244896
864,45.8,7.8,22.144897959183684
865,42.6,6.8,22.246938775510202
866,44.2,6.4,23.497959183673437
867,44.0,5.4,21.529591836734717
868,42.6,7.6,21.026530612244887
869,44.2,7.2,22.001020408163292
870,41.8,7.0,20.786734693877555
871,42.4,4.0,20.591836734693874
872,40.4,2.6,19.697959183673472
873,42.8,8.0,21.09693877551022
874,45.0,3.4,21.38469387755103
875,42.2,6.8,20.451020408163266
876,44.4,9.4,21.7908163265306
877,44.4,8.0,21.939795918367327
878,44.2,4.4,22.071428571428594
879,46.6,3.0,20.790816326530592
880,45.0,4.2,21.08571428571428
881,44.0,6.2,20.229591836734688
882,46.2,5.4,20.914285714285693
883,44.2,7.4,21.668367346938762
884,41.4,6.4,20.768367346938792
885,44.4,4.6,21.71938775510204
886,43.2,2.8,20.6081632653061
887,43.0,5.4,20.917346938775523
888,43.0,5.2,20.28775510204083
889,41.8,6.0,18.893877551020427
890,43.6,4.6,19.632653061224474
891,44.4,6.4,20.40408163265307
892,48.2,4.8,22.34081632653059
893,43.8,4.4,21.972448979591874
894,45.0,2.8,22.265306122448997
895,41.2,4.0,21.285714285714267
896,41.6,5.8,21.168367346938776
897,42.2,7.8,20.746938775510195
898,44.6,5.8,22.330612244897964
899,44.4,5.6,22.164285714285693
900,43.0,5.4,21.585714285714282
901,44.2,9.0,21.768367346938767
902,43.6,3.6,21.247959183673462
903,40.2,6.4,18.10612244897957
904,43.0,5.0,20.165306122448982
905,43.2,7.0,19.718367346938756
906,43.8,5.8,21.158163265306136
907,45.6,5.2,20.94387755102039
908,42.8,6.4,19.157142857142862
909,43.2,5.0,20.736734693877526
910,41.0,6.0,20.337755102040834
911,44.8,5.6,20.617346938775537
912,41.8,5.4,20.58673469387757
913,42.8,4.8,20.93571428571428
914,44.4,7.6,20.88877551020408
915,43.0,7.4,22.257142857142856
916,41.6,5.6,20.9173469387755
917,41.4,7.8,20.387755102040813
918,42.4,3.8,20.441836734693897
919,42.8,6.2,20.547959183673466
920,42.8,7.0,20.914285714285693
921,44.6,3.8,22.12857142857144
922,44.0,6.6,20.29489795918367
923,43.6,7.8,22.160204081632653
924,44.6,4.8,23.715306122448975
925,44.0,8.2,23.554081632653073
926,45.4,7.2,24.112244897959176
927,44.6,5.4,21.990816326530613
928,44.0,7.2,22.812244897959186
929,44.4,7.6,25.046938775510174
930,44.2,3.6,23.87755102040814
931,43.8,8.0,22.23265306122451
932,46.0,6.6,22.668367346938776
933,43.2,5.4,21.76224489795916
934,44.0,7.0,22.805102040816326
935,43.2,5.4,21.996938775510184
936,42.2,7.0,21.728571428571428
937,42.8,5.2,20.89693877551022
938,44.0,3.8,21.453061224489797
939,41.4,5.8,20.3591836734694
940,42.2,6.8,21.090816326530607
941,44.2,8.0,22.427551020408156
942,42.0,4.8,21.130612244897957
943,44.6,6.6,22.170408163265297
944,43.8,7.0,20.80714285714287
945,41.2,7.4,21.280612244897956
946,46.8,6.2,22.738775510204064
947,47.0,6.2,23.19489795918366
948,44.4,5.2,21.659183673469386
949,42.2,8.4,20.5785714285714
950,45.4,4.2,21.66122448979592
951,45.6,5.4,22.260204081632644
952,43.6,4.6,21.193877551020393
953,43.6,7.2,21.61122448979592
954,44.2,7.4,19.99693877551021
955,45.0,4.2,21.285714285714278
956,44.0,3.0,21.593877551020398
957,44.8,7.0,21.767346938775535
958,46.4,6.6,23.009183673469376
959,43.6,8.0,20.395918367346937
960,46.4,7.0,20.96530612244898
961,47.6,6.8,22.39591836734695
962,45.0,3.4,21.829591836734703
963,41.2,5.8,21.046938775510203
964,41.4,3.4,20.258163265306116
965,45.2,4.4,23.212244897959184
966,44.2,4.8,22.158163265306122
967,43.2,7.8,21.8051020408163
968,43.6,4.2,22.011224489795907
969,43.6,5.2,20.886734693877536
970,40.6,4.0,19.461224489795914
971,45.4,5.8,21.51836734693878
972,46.8,4.2,21.237755102040794
973,42.6,6.2,21.73469387755102
974,43.2,4.8,21.180612244897947
975,42.6,3.4,20.15918367346939
976,44.8,5.6,21.120408163265317
977,42.8,5.4,20.401020408163273
978,44.4,5.2,20.804081632653048
979,44.2,6.4,19.83367346938773
980,40.6,6.8,20.55306122448978
981,44.4,6.6,20.456122448979595
982,42.2,6.8,21.098979591836724
983,43.4,6.6,21.29693877551019
984,44.0,6.0,20.872448979591837
985,41.6,8.0,20.47755102040817
986,44.4,7.6,20.196938775510223
987,44.4,5.4,20.397959183673482
988,44.6,3.6,21.891836734693875
989,44.4,4.8,23.364285714285714
990,41.8,7.0,22.322448979591822
991,43.8,5.4,21.99183673469388
992,45.8,4.0,22.380612244897975
993,44.0,6.4,20.772448979591836
994,44.2,6.2,21.325510204081624
995,42.6,3.4,20.631632653061217
996,44.4,5.2,22.18469387755101
997,44.0,4.4,21.65408163265306
998,44.6,4.2,20.829591836734696
999,45.2,6.6,21.071428571428545
1000,44.0,5.0,21.6173469387755
